"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2008M03",5.13243576e+01,1.17612465e+00,9.10000000e+00,6.89000000e+00,7.64000000e+00,6.53571429e+00,2.65848000e+04,1.86409522e+04,4.26440000e+04,8.37853000e+04,5.61915400e+04,8.84309569e+01,3.40500000e+02,1.01020000e+02,2.51000000e+00,2.14420000e+02,2.13448000e+02,8.86350000e+01,8.73490000e+01,1.05454000e+02,3.93816545e+02,2.03339760e+02,1.01880949e+03,9.83311617e+02,1.06606419e+03,1.13360129e+03,1.09365215e+03,4.48222210e+02,5.83041513e+02,4.61577208e+02,5.36793671e+02,5.36339324e+02,4.48452681e+02,4.46991159e+02,4.65827484e+02,8.70906381e+00,-6.52318034e-01,4.18455024e+00,4.64139413e+00,4.65381058e+00,8.00605113e+00,1.80070590e+01,1.84845032e-01,3.86217736e+00,1.50603754e+00,2.36044538e+00,3.89793720e+00,3.14128356e+00,2.14653903e+00,5.56593620e+01,1.40311447e+01,-1.25001130e+01,-1.57666894e+01,1.08851212e+01,-5.96418687e-01,7.07301417e-01,1.67096274e+01,2.84515253e+01,8.09049496e+01,0.00000000e+00,2.69493692e+00,4.28597027e+00,3.43018136e+00,2.35149937e+00,1.20411626e+02,4.42748321e+02,4.44168374e+02,-1.42005263e+00,4.60049375e+02,1.52783292e+00,4.44689441e+02,-1.94111933e+00,4.61972155e+02,-3.94947388e-01
"2008M04",5.20432864e+01,1.40075562e+00,1.03700000e+01,7.51000000e+00,7.54000000e+00,6.75000000e+00,2.64757000e+04,1.81926466e+04,4.08814000e+04,8.22774000e+04,5.67556359e+04,8.88960828e+01,3.85300000e+02,1.01120000e+02,2.37000000e+00,2.14560000e+02,2.13942000e+02,8.87990000e+01,8.74000000e+01,1.12580455e+02,3.95207580e+02,2.02022218e+02,1.01839826e+03,9.80877276e+02,1.06184305e+03,1.13178517e+03,1.09465102e+03,4.48746808e+02,5.95402225e+02,4.61618035e+02,5.36858942e+02,5.36570495e+02,4.48637539e+02,4.47049528e+02,4.72366812e+02,9.86575162e+00,-1.57898017e+00,6.40337831e+00,4.36000358e+00,2.87287154e+00,7.40996327e+00,1.79974220e+01,7.71643921e+00,1.44079581e+01,1.44432014e+00,2.26873770e+00,3.82949095e+00,3.09124359e+00,2.06231011e+00,5.65144473e+01,1.66924284e+01,-1.58105054e+01,-4.93475126e+00,-2.92120933e+01,-5.06536706e+01,-2.17933315e+01,1.19865008e+01,6.29517444e+00,1.48328551e+02,1.18729603e+00,7.83253326e-01,2.77404836e+00,2.21829025e+00,7.00433213e-01,7.84719339e+01,4.47050339e+02,4.44430654e+02,2.61968546e+00,4.60038047e+02,1.57998752e+00,4.45902902e+02,1.14743745e+00,4.62098971e+02,-4.80936344e-01
"2008M05",5.27890631e+01,1.43299323e+00,1.22400000e+01,8.39000000e+00,7.43000000e+00,6.75000000e+00,2.59105000e+04,1.75795065e+04,4.06582000e+04,8.23285000e+04,5.70753651e+04,8.66289182e+01,3.98000000e+02,1.00990000e+02,1.98000000e+00,2.14936000e+02,2.15208000e+02,8.91800000e+01,8.75590000e+01,1.25397619e+02,3.96630403e+02,2.00552586e+02,1.01624036e+03,9.77448910e+02,1.06129558e+03,1.13184726e+03,1.09521279e+03,4.46163369e+02,5.98645201e+02,4.61509009e+02,5.37034031e+02,5.37160500e+02,4.49065680e+02,4.47231285e+02,4.83148964e+02,1.15482903e+01,-2.78717444e+00,2.15264255e+00,7.15459852e-01,1.97093171e+00,6.54973365e+00,1.68369792e+01,5.03785300e+00,1.28968787e+00,1.04514961e+00,2.29566263e+00,4.00704849e+00,3.22943188e+00,2.12616795e+00,6.81165811e+01,1.70738751e+01,-1.76355879e+01,-2.58948471e+01,-4.11403905e+01,-6.56958506e+00,7.45052297e-01,6.74115089e+00,-3.10012685e+01,3.89157044e+01,-1.54371403e+00,2.10106783e+00,7.08006248e+00,5.13769263e+00,2.18108303e+00,1.29385828e+02,4.47257606e+02,4.44683787e+02,2.57381874e+00,4.60017411e+02,1.49159775e+00,4.45929367e+02,1.32823834e+00,4.62220452e+02,-7.11443059e-01
"2008M06",5.36481980e+01,1.62748643e+00,1.35600000e+01,9.09000000e+00,7.49000000e+00,6.75000000e+00,2.66117000e+04,1.74787793e+04,4.08204000e+04,8.27337000e+04,5.74196776e+04,8.43650348e+01,3.84300000e+02,1.00940000e+02,2.47000000e+00,2.15424000e+02,2.17463000e+02,8.98270000e+01,8.77600000e+01,1.33880000e+02,3.98244788e+02,2.01356880e+02,1.01891062e+03,9.76874281e+02,1.06169372e+03,1.13233823e+03,1.09581423e+03,4.43515304e+02,5.95142350e+02,4.61459944e+02,5.37260818e+02,5.38202872e+02,4.49788560e+02,4.47460582e+02,4.89694388e+02,1.27133499e+01,-2.50507496e+00,1.66455483e+00,-9.13500957e-01,2.00425361e+00,6.11848588e+00,1.51626055e+01,4.01891186e+00,7.50892577e+00,9.35609492e-01,2.36357218e+00,4.81801315e+00,3.74059804e+00,2.18994001e+00,6.84978549e+01,1.93726180e+01,9.65152656e+00,3.20432121e+01,-6.89554448e+00,4.77770254e+00,5.89160906e+00,7.21736522e+00,-3.17767821e+01,-4.20342093e+01,-5.94265352e-01,2.72144368e+00,1.25084626e+01,8.67455888e+00,2.75155694e+00,7.85450827e+01,4.46920583e+02,4.44928171e+02,1.99241219e+00,4.59988198e+02,1.47174583e+00,4.45700565e+02,1.22001825e+00,4.62381456e+02,-9.21512287e-01
"2008M07",5.43193971e+01,1.25111209e+00,1.41600000e+01,9.43000000e+00,7.44000000e+00,6.88043478e+00,2.66134000e+04,1.77707677e+04,4.05518000e+04,8.31011300e+04,5.79813599e+04,8.51860874e+01,4.09700000e+02,1.00880000e+02,2.09000000e+00,2.15965000e+02,2.19016000e+02,9.02450000e+01,8.79180000e+01,1.33370909e+02,3.99488138e+02,2.00687085e+02,1.01891701e+03,9.78531013e+02,1.06103354e+03,1.13278136e+03,1.09678769e+03,4.44483813e+02,6.01542518e+02,4.61387002e+02,5.37511636e+02,5.38914479e+02,4.50252819e+02,4.47640456e+02,4.89313404e+02,1.32394454e+01,-3.17486983e+00,-5.14579288e-01,1.44475005e-01,-3.83709453e-01,5.80915255e+00,1.52167155e+01,2.52841712e+00,7.21010128e+00,7.66211023e-01,2.43346325e+00,5.35171845e+00,4.05242384e+00,2.21968103e+00,5.87480759e+01,1.49202042e+01,-8.03753842e+00,7.66555629e-02,1.98807749e+01,-7.92214468e+00,5.31754061e+00,1.16814211e+01,1.16221097e+01,7.68020244e+01,-7.13507107e-01,3.00981407e+00,8.53927847e+00,5.57111490e+00,2.15849510e+00,-4.57180723e+00,4.45899390e+02,4.45164383e+02,7.35007343e-01,4.59951245e+02,1.43575680e+00,4.46817159e+02,-9.17768933e-01,4.62506340e+02,-1.11933807e+00
"2008M08",5.45908598e+01,4.99752878e-01,1.36900000e+01,9.27000000e+00,7.41000000e+00,7.25000000e+00,2.69926000e+04,1.73504442e+04,4.02554300e+04,8.30958800e+04,5.82993401e+04,8.53630020e+01,3.73500000e+02,1.00750000e+02,1.94000000e+00,2.16393000e+02,2.18690000e+02,9.01720000e+01,8.80260000e+01,1.16666190e+02,3.99986647e+02,2.00283044e+02,1.02033180e+03,9.76137339e+02,1.06030002e+03,1.13277504e+03,1.09733461e+03,4.44691278e+02,5.92291800e+02,4.61249675e+02,5.37709620e+02,5.38765520e+02,4.50171896e+02,4.47763223e+02,4.75931678e+02,1.28268141e+01,-3.31815444e+00,4.02547160e+00,-8.68919832e-01,-1.38366098e+00,4.56453792e+00,1.41933863e+01,3.16564748e+00,-2.09306886e+00,4.67592754e-01,2.46742434e+00,5.17193666e+00,3.90344199e+00,2.19370008e+00,4.77717203e+01,5.98209910e+00,-4.84849144e+00,1.69774872e+01,-2.87240852e+01,-8.80232115e+00,-7.58136383e-02,6.56303691e+00,2.48957746e+00,-1.11008616e+02,-1.54738900e+00,2.37580971e+00,-1.78750153e+00,-9.71083709e-01,1.47319620e+00,-1.60580703e+02,4.46834594e+02,4.45393138e+02,1.44145550e+00,4.59907490e+02,1.34218500e+00,4.46427118e+02,4.07475408e-01,4.62577625e+02,-1.32795005e+00
"2008M09",5.45073328e+01,-1.53005467e-01,1.27500000e+01,9.09000000e+00,7.46000000e+00,7.25000000e+00,2.70418000e+04,1.73444163e+04,4.05146500e+04,8.34758100e+04,5.87052067e+04,8.36045124e+01,3.71800000e+02,1.00640000e+02,2.03000000e+00,2.16713000e+02,2.18877000e+02,9.02470000e+01,8.81160000e+01,1.04114286e+02,3.99833524e+02,2.00955541e+02,1.02051391e+03,9.76102591e+02,1.06094189e+03,1.13323122e+03,1.09802837e+03,4.42609749e+02,5.91835608e+02,4.61154985e+02,5.37857390e+02,5.38850993e+02,4.50255036e+02,4.47865413e+02,4.64548920e+02,1.19988289e+01,-3.16649146e+00,2.50620164e+00,-1.68002595e+00,-1.81830929e+00,3.92319500e+00,1.37835002e+01,3.66116200e+00,1.29007712e+01,2.58680873e-01,2.40936125e+00,4.83454927e+00,3.60217399e+00,2.02337430e+00,2.64528920e+01,-1.83747168e+00,8.06996989e+00,2.18527517e+00,-4.16973578e-01,7.70248260e+00,5.47412097e+00,8.32517776e+00,-2.49783373e+01,-5.47431514e+00,-1.31088945e+00,1.77323828e+00,1.02567156e+00,9.97677686e-01,1.22628345e+00,-1.36593105e+02,4.46454871e+02,4.45615203e+02,8.39667342e-01,4.59857971e+02,1.29701367e+00,4.47141417e+02,-6.86545902e-01,4.62715471e+02,-1.56048624e+00
"2008M10",5.47787956e+01,4.98029781e-01,1.29300000e+01,9.12000000e+00,7.53000000e+00,7.25000000e+00,2.69087000e+04,1.75878260e+04,4.07419000e+04,8.41003400e+04,5.95676246e+04,8.49639026e+01,3.67700000e+02,1.00340000e+02,2.20000000e-01,2.16788000e+02,2.16995000e+02,8.96510000e+01,8.79910000e+01,7.66086957e+01,4.00330318e+02,2.01889504e+02,1.02002049e+03,9.77496224e+02,1.06150123e+03,1.13397659e+03,1.09948675e+03,4.44222649e+02,5.90726739e+02,4.60854184e+02,5.37891992e+02,5.37987431e+02,4.49592435e+02,4.47723454e+02,4.33871059e+02,1.21568168e+01,-2.49193222e+00,1.37250380e+00,-2.56561604e+00,-5.29571998e-01,4.13191236e+00,1.35036354e+01,4.63446834e+00,-6.19515499e+00,-1.89177136e-01,2.19705012e+00,3.66313819e+00,2.63677273e+00,1.62118956e+00,-1.13293214e+01,5.96152457e+00,1.12075531e+01,-5.92099514e+00,1.67235913e+01,6.71209179e+00,8.94446459e+00,1.75005512e+01,1.93547967e+01,-1.33064244e+01,-3.58244868e+00,4.15223960e-01,-1.03627397e+01,-7.95120142e+00,-1.70351008e+00,-3.68134327e+02,4.46938118e+02,4.45831445e+02,1.10667330e+00,4.59803819e+02,1.05036449e+00,4.48230001e+02,-1.29188221e+00,4.62862805e+02,-2.00862128e+00
"2008M11",5.47847618e+01,1.08914590e-02,1.08500000e+01,8.25000000e+00,7.64000000e+00,7.25000000e+00,2.72964000e+04,1.74134772e+04,4.24465100e+04,8.59475300e+04,6.02046347e+04,8.75636024e+01,3.11700000e+02,1.00000000e+02,5.20000000e-01,2.16947000e+02,2.13153000e+02,8.85930000e+01,8.79520000e+01,5.73094737e+01,4.00341209e+02,2.03339760e+02,1.02145101e+03,9.76499974e+02,1.06560000e+03,1.13614923e+03,1.10055046e+03,4.47236541e+02,5.74204119e+02,4.60479242e+02,5.37965308e+02,5.36201022e+02,4.48405285e+02,4.47679121e+02,4.04846594e+02,1.02973555e+01,0.00000000e+00,5.19637444e+00,-3.57853901e+00,1.61932099e+00,5.49097825e+00,1.23816166e+01,2.19458740e+00,-8.92546082e+00,-6.87630394e-01,1.99584379e+00,1.09391237e+00,9.20777141e-01,1.38069029e+00,-5.03012082e+01,1.30690390e-01,1.74030736e+01,1.71662052e+01,-1.19549994e+01,4.91851777e+01,2.60716608e+01,1.27645468e+01,3.61667065e+01,-1.98271442e+02,-4.07307968e+00,8.79799917e-01,-2.14369129e+01,-1.42458081e+01,-5.31990483e-01,-3.48293575e+02,4.46812649e+02,4.46042788e+02,7.69860562e-01,4.59746256e+02,7.32986488e-01,4.46373478e+02,4.39170839e-01,4.62916958e+02,-2.43771591e+00
"2008M12",5.45759443e+01,-3.81159803e-01,9.40000000e+00,7.28000000e+00,7.71000000e+00,7.25000000e+00,2.86399000e+04,1.96659342e+04,4.58807400e+04,8.99061400e+04,6.18573521e+04,9.17494074e+01,3.39300000e+02,9.96000000e+01,1.40000000e-01,2.16925000e+02,2.11398000e+02,8.80980000e+01,8.79090000e+01,4.11218182e+01,3.99959320e+02,2.04251819e+02,1.02625561e+03,9.88664319e+02,1.07338007e+03,1.14065215e+03,1.10325862e+03,4.51906103e+02,5.82688467e+02,4.60120985e+02,5.37955167e+02,5.35374261e+02,4.47844983e+02,4.47630219e+02,3.71653884e+02,8.98427810e+00,1.04303423e+00,7.07808792e-01,-1.73830960e+00,3.16084708e+00,6.22383965e+00,1.13095558e+01,1.73531632e+00,5.61550168e-01,-1.11822251e+00,1.74710845e+00,-2.22304733e-02,1.29485144e-01,1.13140331e+00,-8.01841766e+01,-4.58265682e+00,1.09447013e+01,5.76552301e+01,1.45972142e+02,9.33608714e+01,5.40350922e+01,3.24979481e+01,5.60347374e+01,1.01812182e+02,-4.80962568e+00,-1.21694878e-01,-9.92112606e+00,-6.72361981e+00,-5.86827108e-01,-3.98312530e+02,4.45488649e+02,4.46250234e+02,-7.61585126e-01,4.59686575e+02,4.34410851e-01,4.48657183e+02,-3.16853415e+00,4.62950069e+02,-2.82908381e+00
"2009M01",5.43492282e+01,-4.15414049e-01,7.88000000e+00,6.25000000e+00,7.86000000e+00,7.22727273e+00,2.70769000e+04,1.81247000e+04,4.50505000e+04,8.95996000e+04,6.17230000e+04,8.66112253e+01,2.90200000e+02,9.91500000e+01,2.30000000e-01,2.17346000e+02,2.11933000e+02,8.81080000e+01,8.78820000e+01,4.17100000e+01,3.99543041e+02,2.06178661e+02,1.02064362e+03,9.80503093e+02,1.07155394e+03,1.14031061e+03,1.10304119e+03,4.46142943e+02,5.67057034e+02,4.59662734e+02,5.38149055e+02,5.35627019e+02,4.47856333e+02,4.47599501e+02,3.73074091e+02,7.58616950e+00,2.05662776e+00,-1.87253027e+00,-2.94517517e+00,4.49852457e+00,6.90167080e+00,1.16768764e+01,-7.89252943e-01,-8.07316502e+00,-1.71987041e+00,1.65852052e+00,-1.13650577e-01,-1.11165319e-01,9.01849233e-01,-8.01541074e+01,-4.99535148e+00,2.31221026e+01,-6.73438615e+01,-9.79347115e+01,-2.19136061e+01,-4.09845788e+00,-2.60919405e+00,-6.91579180e+01,-1.87577198e+02,-5.43397155e+00,2.32665851e+00,3.03308920e+00,1.36204216e-01,-3.68619557e-01,1.70424859e+01,4.45265846e+02,4.46454838e+02,-1.18899182e+00,4.59626121e+02,3.66132600e-02,4.49475811e+02,-4.20996494e+00,4.62818970e+02,-3.15623564e+00
"2009M02",5.40240695e+01,-5.98276537e-01,6.50000000e+00,5.42000000e+00,7.95000000e+00,6.95000000e+00,2.69204000e+04,1.79524000e+04,4.44628000e+04,8.94492000e+04,6.19971000e+04,8.49544419e+01,2.82000000e+02,9.87200000e+01,2.20000000e-01,2.17792000e+02,2.12705000e+02,8.82660000e+01,8.79520000e+01,3.90873684e+01,3.98942968e+02,2.07317193e+02,1.02006396e+03,9.79547909e+02,1.07024082e+03,1.14014261e+03,1.10348429e+03,4.44211514e+02,5.64190707e+02,4.59230235e+02,5.38354048e+02,5.35990623e+02,4.48035498e+02,4.47679121e+02,3.66579936e+02,6.29568533e+00,2.93575646e+00,-5.94168256e-02,-2.85661455e+00,4.12692849e+00,6.60027098e+00,1.12246087e+01,-1.63973597e+00,-1.21087263e+01,-2.30309569e+00,1.78495512e+00,8.46278257e-03,-1.31334650e-01,8.83920561e-01,-8.92132461e+01,-7.20088058e+00,1.36623867e+01,-6.95592283e+00,-1.14622058e+01,-1.57574379e+01,-2.01598718e+00,5.31717220e+00,-2.31771532e+01,-3.43959234e+01,-5.21555377e+00,2.45991013e+00,4.36325068e+00,2.14997733e+00,9.55446665e-01,-7.79298621e+01,4.44639205e+02,4.46657603e+02,-2.01839787e+00,4.59566270e+02,-3.36034902e-01,4.48355295e+02,-3.71609043e+00,4.62757520e+02,-3.52728442e+00
"2009M03",5.38898297e+01,-2.48481503e-01,5.00000000e+00,4.71000000e+00,8.08000000e+00,6.45454545e+00,2.72591000e+04,1.80847000e+04,4.39579000e+04,9.01508000e+04,6.21040000e+04,9.02062745e+01,3.44100000e+02,9.81900000e+01,1.60000000e-01,2.18253000e+02,2.12495000e+02,8.81690000e+01,8.80150000e+01,4.79390909e+01,3.98694177e+02,2.08939187e+02,1.02131427e+03,9.80282156e+02,1.06909876e+03,1.14092391e+03,1.10365657e+03,4.50209899e+02,5.84093231e+02,4.58739547e+02,5.38565494e+02,5.35891846e+02,4.47925543e+02,4.47750725e+02,3.86993127e+02,4.87763253e+00,5.59942694e+00,2.50477864e+00,-3.02946136e+00,3.03457736e+00,7.32262493e+00,1.00044187e+01,1.98768872e+00,1.05171872e+00,-2.84141399e+00,1.77182319e+00,-4.47478461e-01,-5.27138616e-01,7.59566618e-01,-7.88343573e+01,-2.98548877e+00,1.94639326e+01,1.50036562e+01,8.81095944e+00,-1.37046322e+01,9.37554881e+00,2.06734721e+00,7.19806216e+01,2.38830290e+02,-6.45981957e+00,2.53735374e+00,-1.18532465e+00,-1.31946623e+00,8.59252056e-01,2.44958291e+02,4.44898396e+02,4.46859447e+02,-1.96105192e+00,4.59508400e+02,-7.68852638e-01,4.49186324e+02,-4.28792869e+00,4.62663870e+02,-3.92432236e+00
"2009M04",5.39286101e+01,7.19623730e-02,3.62000000e+00,3.89000000e+00,8.09000000e+00,6.11363636e+00,2.81789000e+04,1.83579000e+04,4.37828000e+04,8.96312000e+04,6.18417000e+04,8.78189405e+01,3.39700000e+02,9.77800000e+01,2.00000000e-01,2.18706000e+02,2.12709000e+02,8.82950000e+01,8.82110000e+01,4.96466667e+01,3.98766114e+02,2.09062873e+02,1.02463287e+03,9.81781528e+02,1.06869963e+03,1.14034588e+03,1.10323332e+03,4.47527720e+02,5.82806288e+02,4.58264317e+02,5.38772836e+02,5.35992503e+02,4.48068348e+02,4.47973167e+02,3.90493125e+02,3.55853333e+00,7.04065491e+00,6.23461398e+00,9.04252009e-01,6.85658543e+00,8.56070088e+00,8.58229312e+00,-1.21908781e+00,-1.25959376e+01,-3.35878732e+00,1.91389426e+00,-5.77991582e-01,-5.69190781e-01,9.23638913e-01,-8.18736865e+01,8.63237905e-01,1.48423024e+00,3.98232727e+01,1.79924672e+01,-4.78957380e+00,-6.93642007e+00,-5.07900589e+00,-3.21861439e+01,-1.54433252e+01,-5.02118404e+00,2.48810618e+00,1.20789090e+00,1.71366427e+00,2.66930075e+00,4.19999831e+01,4.46109917e+02,4.47061152e+02,-9.51234609e-01,4.59453865e+02,-1.18954785e+00,4.49564164e+02,-3.45424727e+00,4.62531124e+02,-4.26680735e+00
"2009M05",5.40002046e+01,1.32758048e-01,2.29000000e+00,3.18000000e+00,8.10000000e+00,5.75000000e+00,2.83825000e+04,1.84367000e+04,4.44056000e+04,9.00490000e+04,6.19935000e+04,8.57024337e+01,3.32600000e+02,9.75000000e+01,1.90000000e-01,2.18904000e+02,2.13022000e+02,8.83870000e+01,8.82790000e+01,5.90285000e+01,3.98898784e+02,2.09186406e+02,1.02535280e+03,9.82209852e+02,1.07011209e+03,1.14081092e+03,1.10347848e+03,4.45088122e+02,5.80694057e+02,4.57991287e+02,5.38863328e+02,5.36139545e+02,4.48172490e+02,4.48050225e+02,4.07802038e+02,2.26838041e+00,8.63382029e+00,9.11244661e+00,4.76094226e+00,8.81650499e+00,8.96366248e+00,8.26569521e+00,-1.07524647e+00,-1.79511439e+01,-3.51691240e+00,1.82929682e+00,-1.02095556e+00,-8.93189919e-01,8.18940188e-01,-7.53469263e+01,1.59204003e+00,1.48239673e+00,8.63914455e+00,5.13989252e+00,1.69494497e+01,5.58059156e+00,2.94197597e+00,-2.92751725e+01,-2.53467701e+01,-3.44121498e+00,1.08589848e+00,1.76449480e+00,1.24970297e+00,9.24698329e-01,2.07706952e+02,4.46140740e+02,4.47263359e+02,-1.12261882e+00,4.59403966e+02,-1.41267848e+00,4.49396118e+02,-3.25537811e+00,4.62426848e+02,-4.43556076e+00
"2009M06",5.39793229e+01,-3.86697610e-02,6.20000000e-01,2.30000000e+00,8.13000000e+00,5.54545455e+00,2.87014000e+04,1.78910000e+04,4.44196000e+04,9.10797000e+04,6.21127000e+04,8.38913685e+01,3.48600000e+02,9.73100000e+01,2.20000000e-01,2.19112000e+02,2.14790000e+02,8.89120000e+01,8.83920000e+01,6.96409091e+01,3.98860106e+02,2.09556092e+02,1.02647012e+03,9.79205307e+02,1.07014361e+03,1.14194902e+03,1.10367058e+03,4.42952273e+02,5.85392513e+02,4.57798709e+02,5.38958301e+02,5.36966081e+02,4.48764712e+02,4.48178147e+02,4.24335217e+02,6.15318335e-01,8.19921260e+00,7.55949334e+00,2.33102594e+00,8.44988570e+00,9.61079314e+00,7.85634172e+00,-5.63030603e-01,-9.74983645e+00,-3.66245221e+00,1.69748355e+00,-1.23679145e+00,-1.02384817e+00,7.17565184e-01,-6.53591707e+01,-4.64126875e-01,4.43623426e+00,1.34077728e+01,-3.60545403e+01,3.78271034e-01,1.36571769e+01,2.30512326e+00,-2.56301917e+01,5.63814796e+01,-2.34074300e+00,1.13968448e+00,9.91843183e+00,7.10665984e+00,1.53505690e+00,1.98398149e+02,4.45990353e+02,4.47466646e+02,-1.47629281e+00,4.59359921e+02,-1.56121255e+00,4.49260453e+02,-3.27009962e+00,4.62110876e+02,-4.31216720e+00
"2009M07",5.41553262e+01,3.26056906e-01,-3.00000000e-01,1.65000000e+00,8.18000000e+00,5.20652174e+00,2.86029000e+04,1.84540000e+04,4.46390000e+04,9.18433000e+04,6.21600000e+04,8.71349198e+01,3.65600000e+02,9.72100000e+01,1.80000000e-01,2.19263000e+02,2.14726000e+02,8.89220000e+01,8.84680000e+01,6.41522727e+01,3.99185633e+02,2.10169215e+02,1.02612634e+03,9.82303643e+02,1.07063632e+03,1.14278391e+03,1.10374670e+03,4.46745772e+02,5.90153984e+02,4.57677492e+02,5.39027192e+02,5.36936280e+02,4.48775958e+02,4.48264090e+02,4.16125952e+02,-3.02505524e-01,9.48213018e+00,7.20932629e+00,3.77263031e+00,9.60277472e+00,1.00025564e+01,6.95901287e+00,2.26195926e+00,-1.13885345e+01,-3.70581048e+00,1.51555650e+00,-1.97819897e+00,-1.47686130e+00,6.23634282e-01,-7.31874518e+01,3.90631792e+00,7.35747247e+00,-4.12534893e+00,3.71800273e+01,5.91252350e+00,1.00186999e+01,9.13475007e-01,4.55219881e+01,5.71376478e+01,-1.23380640e+00,8.26689511e-01,-3.57611826e-01,1.34957320e-01,1.03132427e+00,-9.85111802e+01,4.48230570e+02,4.47671513e+02,5.59056851e-01,4.59322851e+02,-1.64535933e+00,4.49571067e+02,-1.34049679e+00,4.61719027e+02,-4.04153491e+00
"2009M08",5.41911235e+01,6.61011440e-02,-7.30000000e-01,1.21000000e+00,8.26000000e+00,4.75000000e+00,2.86442000e+04,1.80521000e+04,4.36300000e+04,9.11467000e+04,6.23223000e+04,8.58585998e+01,3.37400000e+02,9.71500000e+01,1.50000000e-01,2.19496000e+02,2.15445000e+02,8.91800000e+01,8.85990000e+01,7.10447619e+01,3.99251712e+02,2.11142459e+02,1.02627063e+03,9.80101730e+02,1.06835003e+03,1.14202256e+03,1.10400746e+03,4.45270176e+02,5.82126917e+02,4.57617775e+02,5.39133401e+02,5.37270566e+02,4.49065680e+02,4.48412057e+02,4.26331013e+02,-7.34934476e-01,1.08594148e+01,5.93882250e+00,3.96439131e+00,8.05000855e+00,9.24751746e+00,6.67285324e+00,5.78897976e-01,-1.01648834e+01,-3.63860250e+00,1.42378102e+00,-1.49495453e+00,-1.10621584e+00,6.48834548e-01,-4.96006657e+01,7.92951679e-01,1.16789243e+01,1.73144172e+00,-2.64229532e+01,-2.74355151e+01,-9.13628109e+00,3.12912133e+00,-1.77071580e+01,-9.63248034e+01,-7.40893211e-01,1.27450389e+00,4.01143175e+00,3.47666187e+00,1.77559939e+00,1.22460731e+02,4.47417973e+02,4.47878357e+02,-4.60383687e-01,4.59293768e+02,-1.67599310e+00,4.48765417e+02,-1.34744415e+00,4.61316866e+02,-3.69909129e+00
"2009M09",5.45252315e+01,6.16536397e-01,3.00000000e-02,1.28000000e+00,8.32000000e+00,4.63636364e+00,2.94791000e+04,1.83428000e+04,4.34510000e+04,9.07371000e+04,6.24990000e+04,8.46820117e+01,3.32100000e+02,9.70400000e+01,7.00000000e-02,2.19920000e+02,2.15861000e+02,8.93240000e+01,8.87550000e+01,6.94080952e+01,3.99866356e+02,2.11866225e+02,1.02914368e+03,9.81699241e+02,1.06793891e+03,1.14157216e+03,1.10429058e+03,4.43890320e+02,5.80543613e+02,4.57514775e+02,5.39326384e+02,5.37463468e+02,4.49227021e+02,4.48587976e+02,4.24000351e+02,3.28317513e-02,1.09106841e+01,8.62977207e+00,5.59664965e+00,6.99702293e+00,8.34094250e+00,6.26221337e+00,1.28057080e+00,-1.12919947e+01,-3.64265283e+00,1.46899463e+00,-1.38752462e+00,-1.02801469e+00,7.22563654e-01,-4.05485690e+01,7.37572304e+00,8.68520076e+00,3.44766700e+01,1.91701265e+01,-4.93334488e+00,-5.40477856e+00,3.39749933e+00,-1.65582634e+01,-1.89996501e+01,-1.35949343e+00,2.31580169e+00,2.31483056e+00,1.93609149e+00,2.11103272e+00,-2.79679450e+01,4.47543892e+02,4.48087612e+02,-5.43720698e-01,4.59273570e+02,-1.75879495e+00,4.48603787e+02,-1.05989492e+00,4.60840061e+02,-3.32528657e+00
